username,views,likes,comments,caption,category,primary_signal,marketing_takeaway
bradleymartyn,14939250,-1,19137,Gyms in 2023…stay safe boys.,Viral Reach,"The short, somewhat cryptic, and relatable commentary ('Gyms in 2023…stay safe boys.') is designed to provoke curiosity and discussion within a specific community, aligning with high-engagement content for organic reach.","Utilize short, relatable, or slightly ambiguous statements that tap into community inside jokes or shared experiences to spark conversation and significantly boost organic reach."
bradleymartyn,4694996,288998,29464,When she says you belong to the streets.,Viral Reach,"The caption 'When she says you belong to the streets' is a widely recognized meme format, designed for relatable humor and high shareability rather than education or direct sales.","Integrate trending meme formats with relatable health and fitness scenarios to boost engagement, shares, and overall organic reach."
bradleymartyn,627686,-1,4066,See you guys soon…,Unclassified,Error,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-2.5-flash\nPlease retry in 10.184679018s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '10s'}]}}"
bratz,1018106,179138,2118,"The gym just got a serious bratitude problem… Gymshark x Bratz are bringing you the it girl set of the summer ☀️

Ready to look hot and lift heavy?

Gymshark x Bratz collection dropping June 8th 👄💕

7pm BST | 2pm EDT | 8pm CEST | 11am PDT",Unclassified,Error,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-2.5-flash\nPlease retry in 8.49199508s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'model': 'gemini-2.5-flash', 'location': 'global'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '8s'}]}}"
buffbunny,919736,33986,396,POV: When you workout with your strong friend 🫠,Unclassified,Error,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-2.5-flash\nPlease retry in 7.077811314s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '7s'}]}}"
buffbunny,704371,36337,732,"Send this to THAT person lol.

Fit: @buffbunny_collection
Fitness app: @grounds_app
ID: @tyler.mckellar",Unclassified,Error,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-2.5-flash\nPlease retry in 5.538612151s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'model': 'gemini-2.5-flash', 'location': 'global'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '5s'}]}}"
carbondietcoach,41453,1385,57,"Ever wonder what 100 calories looks like? 

Here’s a quick guide for 10 common foods: 

🍎 Apples: 100cal, 192g, 0.5p, 26c
🥦 Cauliflower: 100cal, 529g, 8.4p, 20c
🫛 Chickpeas: 100cal, 61g, 5p, 16.7c
🍄‍🟫 Mushrooms: 100cal, 354g, 7.8p, 18.7c
🫘 Pinto Beans: 100cal, 70g, 6.3p, 18.3c
🍿 Popcorn: 100cal, 20g, 2p, 12.8c
🥬 Spinach: 100cal, 439g, 13p, 16.6c
🍠 Sweet Potato: 100cal, 105g, 2p, 21.7c
🌾 Whole Grain Bread: 100cal, 39.5g, 4.94p, 16.8c
🍓 Blackberries: 100cal, 232g, 3.2p, 22.3c

Knowing what 100 calories looks like can help you stay on track with your macros and health goals! 🌟✅

#carbondietcoach #nutrition #macrotracking #caloriecounting #weightloss #caloriecounting",Unclassified,Error,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-2.5-flash\nPlease retry in 4.139459532s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '4s'}]}}"
carbondietcoach,664,47,3,"Collagen is everywhere right now, but does it actually build muscle or transform your skin?⁠
⁠
Here’s the truth: collagen is a low-quality protein for muscle growth (it lacks key amino acids like leucine), meaning it won’t support strength or hypertrophy like complete proteins.⁠
For skin? It may help slightly, but it’s not a miracle fix.⁠
If your goal is fat loss, muscle building, or performance… your focus should be:⁠
⁠
✔️ Total daily protein⁠
✔️ High-quality protein sources⁠
✔️ Consistency over hype⁠
Don’t fall for trends, understand what actually works.⁠
⁠
Save this before your next supplement purchase 💸",Unclassified,Error,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-2.5-flash\nPlease retry in 2.770606937s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '2s'}]}}"
caroline_omahony,0,1488,12,ad @alphalete capris all summer!! 🩶 wearing the aura axis bra and capris in colour nickel 🫶🏼,Unclassified,Error,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-2.5-flash\nPlease retry in 1.363425217s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '1s'}]}}"
cartergood,17896,194,55,"At 305 pounds, it was nearly impossible to imagine a world where I could actually be at a healthy body weight.

Let alone look like someone who’s fit.

It would require discipline I didn’t have, willpower I never had, and balance that was only ever theoretical in my head.

So even when I’d muster up the motivation to start a new weight loss plan, there was a part of me that had already prepared for my inevitable downfall.

Because I knew how I operated.

I had an “all-or-nothing” mindset.

At the time, I believed the only path to getting lean was finding balance, so I saw being all-or-nothing as a character flaw.

And it created a self-fulfilling prophecy:

Anytime I’d fall off track, I’d immediately point to my all-or-nothing tendencies as the culprit, and the idea of being “balanced” would feel increasingly distant.

But being all-or-nothing wasn’t the problem.

The problem was how I was choosing to relate to it.

The truth is, I had never considered the possibility that being all-or-nothing wasn’t something that I had to fix or get rid of.

Or that “balance” didn’t have to be the goal.

At least not at first.

So when I decided to embrace my all-or-nothing ways, that’s when things finally started clicking.

I still made plenty of mistakes.

But rather than letting them feed the previous narrative that I couldn’t be successful, I’d use them as data.

I learned what worked and what didn’t.

Most importantly, I learned what worked best for ME given the way MY brain worked.

And over time, this taught me that balance isn’t a destination.

It’s a feeling you gain from working WITH rather than against yourself.

So if you’re like me and have an all-or-nothing mindset, stop trying to change or fix it.

Your intensity isn’t the problem. It’s how you’re using and relating to it.

And to help you do this, I put together my Dieter Type Assessment, which will help you understand the way your brain works so you can make changes that turn your all-or-nothing mindset into a strength.

Comment “quiz” and I’ll send it to you for free.",Unclassified,Error,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-2.5-flash\nPlease retry in 59.981170372s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'model': 'gemini-2.5-flash', 'location': 'global'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '59s'}]}}"
